,online_order,book_table,rate,votes,location,restrofacility,cuisines,cost for two,restro type,outlet location
982,1,0,4.0,332,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Bannerghatta Road
983,1,1,4.0,199,JP Nagar,Quick Bites,other,700,Delivery,Bannerghatta Road
984,1,0,3.9,20,BTM,"Takeaway, Delivery","Desserts, Ice Cream",300,Delivery,Bannerghatta Road
985,1,0,3.232387726934919,0,JP Nagar,Casual Dining,other,600,Delivery,Bannerghatta Road
986,1,0,3.5,11,JP Nagar,Quick Bites,"South Indian, North Indian",200,Delivery,Bannerghatta Road
987,1,0,3.9,437,JP Nagar,Quick Bites,other,400,Delivery,Bannerghatta Road
988,1,0,3.8,207,Bannerghatta Road,Casual Dining,other,700,Delivery,Bannerghatta Road
989,1,1,4.4,4381,JP Nagar,other,other,600,Delivery,Bannerghatta Road
990,1,0,3.8,55,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Bannerghatta Road
991,1,0,3.2,19,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,Bannerghatta Road
992,1,0,4.0,597,Bannerghatta Road,Quick Bites,North Indian,400,Delivery,Bannerghatta Road
993,1,0,3.5,16,JP Nagar,"Takeaway, Delivery",other,400,Delivery,Bannerghatta Road
994,1,0,3.6,35,JP Nagar,Quick Bites,"North Indian, Chinese",200,Delivery,Bannerghatta Road
995,1,0,3.5,9,Bannerghatta Road,Quick Bites,other,250,Delivery,Bannerghatta Road
996,1,0,3.0,102,BTM,Casual Dining,"South Indian, North Indian, Chinese",600,Delivery,Bannerghatta Road
997,1,0,3.9,189,BTM,Quick Bites,other,300,Delivery,Bannerghatta Road
998,1,0,3.7,131,JP Nagar,Cafe,other,400,Delivery,Bannerghatta Road
999,1,0,4.2,373,JP Nagar,Casual Dining,other,750,Delivery,Bannerghatta Road
1000,1,0,3.9,435,BTM,Casual Dining,other,650,Delivery,Bannerghatta Road
1001,1,0,3.3,6,Bannerghatta Road,Quick Bites,other,300,Delivery,Bannerghatta Road
1002,1,0,4.1,292,BTM,Casual Dining,other,700,Delivery,Bannerghatta Road
1003,1,0,3.6,137,Bannerghatta Road,Quick Bites,other,300,Delivery,Bannerghatta Road
1004,1,0,3.2,133,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Biryani",500,Delivery,Bannerghatta Road
1005,1,0,3.9,37,JP Nagar,"Takeaway, Delivery",other,250,Delivery,Bannerghatta Road
1006,1,0,3.7,170,JP Nagar,Quick Bites,other,200,Delivery,Bannerghatta Road
1007,1,0,3.7,21,BTM,Quick Bites,other,400,Delivery,Bannerghatta Road
1008,1,0,3.6,794,Bannerghatta Road,Casual Dining,other,550,Delivery,Bannerghatta Road
1009,1,0,4.6,404,Bannerghatta Road,Casual Dining,other,1000,Delivery,Bannerghatta Road
1010,1,0,3.9,100,BTM,Casual Dining,other,600,Delivery,Bannerghatta Road
1011,1,0,3.9,38,JP Nagar,other,other,300,Delivery,Bannerghatta Road
1012,1,0,3.2,93,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Delivery,Bannerghatta Road
1013,1,0,3.3,58,BTM,Quick Bites,Biryani,300,Delivery,Bannerghatta Road
1014,1,1,3.9,561,Bannerghatta Road,Casual Dining,North Indian,900,Delivery,Bannerghatta Road
1015,1,1,3.9,486,BTM,Cafe,other,700,Delivery,Bannerghatta Road
1016,1,0,3.6,102,Bannerghatta Road,Quick Bites,other,500,Delivery,Bannerghatta Road
1017,1,0,3.5,89,Bannerghatta Road,Quick Bites,other,500,Delivery,Bannerghatta Road
1018,1,0,3.5,17,other,Casual Dining,other,450,Delivery,Bannerghatta Road
1019,1,0,3.9,320,Bannerghatta Road,Casual Dining,"North Indian, Chinese",650,Delivery,Bannerghatta Road
1020,1,0,4.1,237,JP Nagar,Dessert Parlor,other,500,Delivery,Bannerghatta Road
1021,1,0,3.8,37,Bannerghatta Road,Quick Bites,other,250,Delivery,Bannerghatta Road
1022,1,0,3.7,27,BTM,Quick Bites,other,400,Delivery,Bannerghatta Road
1023,1,1,3.9,1227,Bannerghatta Road,Casual Dining,other,900,Delivery,Bannerghatta Road
1024,1,0,3.9,32,BTM,Bakery,"Bakery, Desserts",500,Delivery,Bannerghatta Road
1025,1,0,4.0,95,Bannerghatta Road,Delivery,other,600,Delivery,Bannerghatta Road
1026,1,1,4.1,1538,JP Nagar,Casual Dining,other,1000,Delivery,Bannerghatta Road
1027,1,0,3.7,110,Bannerghatta Road,Casual Dining,other,800,Delivery,Bannerghatta Road
1028,1,0,3.2,45,Bannerghatta Road,Delivery,other,400,Delivery,Bannerghatta Road
1029,1,0,4.1,381,BTM,Quick Bites,other,250,Delivery,Bannerghatta Road
1030,1,0,3.8,87,Bannerghatta Road,"Takeaway, Delivery",other,100,Delivery,Bannerghatta Road
1031,1,0,3.7,18,Bannerghatta Road,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,Bannerghatta Road
1032,1,0,3.9,251,Bannerghatta Road,Delivery,other,500,Delivery,Bannerghatta Road
1033,1,0,3.0,353,JP Nagar,Quick Bites,other,400,Delivery,Bannerghatta Road
1034,1,0,4.0,205,JP Nagar,Delivery,other,450,Delivery,Bannerghatta Road
1035,1,0,3.9,183,BTM,Quick Bites,other,250,Delivery,Bannerghatta Road
1036,1,0,3.9,99,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",400,Delivery,Bannerghatta Road
1037,1,0,3.9,13,BTM,Quick Bites,other,100,Delivery,Bannerghatta Road
1038,1,0,4.1,260,JP Nagar,Quick Bites,North Indian,300,Delivery,Bannerghatta Road
1039,1,0,3.9,355,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,Bannerghatta Road
1040,1,0,4.1,83,BTM,Quick Bites,other,400,Delivery,Bannerghatta Road
1041,1,0,2.5,321,JP Nagar,Quick Bites,other,400,Delivery,Bannerghatta Road
1042,1,0,3.9,362,BTM,Casual Dining,North Indian,600,Delivery,Bannerghatta Road
1043,1,1,4.2,2166,JP Nagar,other,other,1200,Delivery,Bannerghatta Road
1044,1,0,3.7,43,BTM,Casual Dining,other,550,Delivery,Bannerghatta Road
1045,1,0,3.8,30,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Bannerghatta Road
1046,1,0,4.0,182,JP Nagar,other,"Mithai, Street Food",400,Delivery,Bannerghatta Road
1047,1,0,3.4,9,JP Nagar,Delivery,other,450,Delivery,Bannerghatta Road
1048,1,0,3.8,265,Bannerghatta Road,Delivery,"North Indian, Chinese, Biryani",400,Delivery,Bannerghatta Road
1049,1,0,3.1,41,BTM,Quick Bites,other,800,Delivery,Bannerghatta Road
1050,1,1,3.8,500,Bannerghatta Road,Casual Dining,other,1000,Delivery,Bannerghatta Road
1051,1,0,3.1,7,JP Nagar,"Takeaway, Delivery",other,400,Delivery,Bannerghatta Road
1052,1,0,4.0,532,Bannerghatta Road,Casual Dining,other,800,Delivery,Bannerghatta Road
1053,1,0,3.4,23,BTM,Delivery,other,300,Delivery,Bannerghatta Road
1054,1,0,3.6,42,other,"Casual Dining, Bar",other,1500,Delivery,Bannerghatta Road
1055,1,1,3.5,551,Bannerghatta Road,Casual Dining,other,600,Delivery,Bannerghatta Road
1056,1,0,3.9,100,JP Nagar,Quick Bites,other,200,Delivery,Bannerghatta Road
1057,1,0,4.2,421,Bannerghatta Road,Casual Dining,other,700,Delivery,Bannerghatta Road
1058,1,0,3.1,38,JP Nagar,Quick Bites,other,300,Delivery,Bannerghatta Road
1059,1,0,3.7,33,Bannerghatta Road,Bakery,"Bakery, Desserts",500,Delivery,Bannerghatta Road
1060,1,0,3.7,662,JP Nagar,Casual Dining,other,650,Delivery,Bannerghatta Road
1061,1,0,3.1,14,JP Nagar,"Takeaway, Delivery",other,250,Delivery,Bannerghatta Road
1062,1,0,3.8,54,Bannerghatta Road,Quick Bites,other,500,Delivery,Bannerghatta Road
1063,1,0,4.1,92,BTM,Quick Bites,other,300,Delivery,Bannerghatta Road
1064,1,0,3.4,22,Bannerghatta Road,"Takeaway, Delivery",Fast Food,300,Delivery,Bannerghatta Road
1065,1,0,3.1,105,Bannerghatta Road,"Takeaway, Delivery",other,500,Delivery,Bannerghatta Road
1066,1,0,3.5,8,JP Nagar,Quick Bites,"North Indian, South Indian, Chinese",500,Delivery,Bannerghatta Road
1067,1,0,3.7,36,JP Nagar,Delivery,other,600,Delivery,Bannerghatta Road
1068,1,0,3.7,14,Bannerghatta Road,Dessert Parlor,other,300,Delivery,Bannerghatta Road
1069,1,0,4.0,23,JP Nagar,other,other,200,Delivery,Bannerghatta Road
1070,1,0,4.2,2350,JP Nagar,Casual Dining,North Indian,800,Delivery,Bannerghatta Road
1071,1,0,3.232387726934919,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Bannerghatta Road
1072,1,0,3.9,120,Bannerghatta Road,Quick Bites,other,300,Delivery,Bannerghatta Road
1073,1,0,3.9,49,Bannerghatta Road,Cafe,Cafe,600,Delivery,Bannerghatta Road
1074,1,0,3.7,184,BTM,Quick Bites,other,400,Delivery,Bannerghatta Road
1075,1,1,3.6,225,Bannerghatta Road,Casual Dining,other,700,Delivery,Bannerghatta Road
1076,1,0,3.6,11,BTM,other,other,200,Delivery,Bannerghatta Road
1077,1,0,0.0,0,BTM,Quick Bites,North Indian,350,Delivery,Bannerghatta Road
1078,1,0,4.0,35,BTM,other,other,300,Delivery,Bannerghatta Road
1079,1,0,3.0,45,Bannerghatta Road,Delivery,other,700,Delivery,Bannerghatta Road
1080,1,0,3.2,56,Bannerghatta Road,Quick Bites,other,250,Delivery,Bannerghatta Road
1081,1,0,4.0,869,BTM,Delivery,other,500,Delivery,Bannerghatta Road
1082,1,0,3.2,34,Bannerghatta Road,Quick Bites,other,300,Delivery,Bannerghatta Road
1083,1,0,4.0,153,JP Nagar,Quick Bites,other,200,Delivery,Bannerghatta Road
1084,1,0,3.7,139,Bannerghatta Road,Quick Bites,other,400,Delivery,Bannerghatta Road
1085,1,0,3.1,10,JP Nagar,Quick Bites,other,300,Delivery,Bannerghatta Road
1086,1,0,3.232387726934919,0,Bannerghatta Road,Casual Dining,other,600,Delivery,Bannerghatta Road
1087,1,0,3.7,181,Bannerghatta Road,Delivery,other,500,Delivery,Bannerghatta Road
1088,1,0,3.9,669,BTM,Casual Dining,North Indian,500,Delivery,Bannerghatta Road
1089,1,0,3.7,168,Bannerghatta Road,Quick Bites,other,600,Delivery,Bannerghatta Road
1090,1,0,3.4,17,Jayanagar,Quick Bites,Biryani,100,Delivery,Bannerghatta Road
1091,1,0,3.232387726934919,0,BTM,Quick Bites,Fast Food,250,Delivery,Bannerghatta Road
1092,1,0,3.8,170,Bannerghatta Road,Quick Bites,other,250,Delivery,Bannerghatta Road
1093,1,0,4.0,112,JP Nagar,Quick Bites,other,200,Delivery,Bannerghatta Road
1094,1,0,3.0,43,Bannerghatta Road,Quick Bites,other,500,Delivery,Bannerghatta Road
1095,1,0,3.8,58,BTM,Quick Bites,other,300,Delivery,Bannerghatta Road
1096,1,0,3.7,80,JP Nagar,Quick Bites,other,400,Delivery,Bannerghatta Road
1097,1,0,3.6,8,JP Nagar,Quick Bites,South Indian,300,Delivery,Bannerghatta Road
1098,1,0,4.0,167,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Bannerghatta Road
1099,1,0,3.7,38,Bannerghatta Road,"Takeaway, Delivery",other,400,Delivery,Bannerghatta Road
1100,1,0,3.8,29,Bannerghatta Road,other,other,400,Delivery,Bannerghatta Road
1101,1,0,3.9,85,JP Nagar,Quick Bites,other,300,Delivery,Bannerghatta Road
1102,1,0,2.6,473,BTM,Quick Bites,other,600,Delivery,Bannerghatta Road
1103,1,0,0.0,0,BTM,Delivery,other,300,Delivery,Bannerghatta Road
1104,1,0,3.4,13,BTM,other,other,100,Delivery,Bannerghatta Road
1105,1,0,3.7,217,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese",500,Delivery,Bannerghatta Road
1106,1,0,3.8,21,BTM,Quick Bites,other,300,Delivery,Bannerghatta Road
1107,1,0,3.6,192,BTM,Delivery,other,450,Delivery,Bannerghatta Road
1108,1,0,0.0,0,JP Nagar,Delivery,other,500,Delivery,Bannerghatta Road
1109,1,1,4.2,611,BTM,"Casual Dining, Bar",other,1500,Delivery,Bannerghatta Road
1110,1,0,3.6,44,Bannerghatta Road,other,other,200,Delivery,Bannerghatta Road
1111,1,0,3.1,68,Bannerghatta Road,Quick Bites,other,250,Delivery,Bannerghatta Road
1112,1,0,3.1,16,Bannerghatta Road,other,other,250,Delivery,Bannerghatta Road
1113,1,0,4.0,166,Bannerghatta Road,Delivery,other,750,Delivery,Bannerghatta Road
1114,1,0,4.1,46,JP Nagar,Cafe,other,600,Delivery,Bannerghatta Road
1115,1,0,3.3,57,Bannerghatta Road,Quick Bites,other,250,Delivery,Bannerghatta Road
1116,1,0,3.5,11,BTM,other,other,200,Delivery,Bannerghatta Road
1117,1,1,4.4,2233,Bannerghatta Road,"Casual Dining, Bar",other,1200,Delivery,Bannerghatta Road
1118,1,0,4.0,107,BTM,Quick Bites,North Indian,300,Delivery,Bannerghatta Road
1119,1,0,4.2,306,BTM,Delivery,other,600,Delivery,Bannerghatta Road
1120,1,0,3.7,32,Bannerghatta Road,Quick Bites,South Indian,300,Delivery,Bannerghatta Road
1121,1,0,3.232387726934919,0,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,Bannerghatta Road
1122,1,1,3.8,756,JP Nagar,Casual Dining,North Indian,1000,Delivery,Bannerghatta Road
1123,1,0,3.5,11,JP Nagar,Quick Bites,other,200,Delivery,Bannerghatta Road
1124,1,0,3.7,30,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",800,Delivery,Bannerghatta Road
1125,1,1,4.4,4309,JP Nagar,other,other,1600,Delivery,Bannerghatta Road
1126,1,0,4.0,212,Bannerghatta Road,Quick Bites,North Indian,400,Delivery,Bannerghatta Road
1127,1,0,2.9,153,Bannerghatta Road,Quick Bites,other,600,Delivery,Bannerghatta Road
1128,1,0,4.0,827,BTM,Casual Dining,other,500,Delivery,Bannerghatta Road
1129,1,0,3.9,36,JP Nagar,Quick Bites,other,400,Delivery,Bannerghatta Road
1130,1,0,4.0,256,Bannerghatta Road,Quick Bites,other,500,Delivery,Bannerghatta Road
1131,1,0,3.6,8,Bannerghatta Road,Quick Bites,other,400,Delivery,Bannerghatta Road
1132,1,0,3.9,40,Bannerghatta Road,other,other,400,Delivery,Bannerghatta Road
1133,1,0,3.9,73,Bannerghatta Road,"Takeaway, Delivery",other,400,Delivery,Bannerghatta Road
1134,1,0,4.2,169,JP Nagar,Cafe,other,600,Delivery,Bannerghatta Road
1135,1,0,3.232387726934919,0,BTM,Quick Bites,Chinese,300,Delivery,Bannerghatta Road
1136,1,0,4.1,586,JP Nagar,Casual Dining,other,700,Delivery,Bannerghatta Road
1137,1,0,3.5,221,BTM,other,other,400,Delivery,Bannerghatta Road
1138,1,0,2.9,22,JP Nagar,Delivery,"North Indian, Chinese",400,Delivery,Bannerghatta Road
1139,1,0,3.5,177,BTM,Quick Bites,other,500,Delivery,Bannerghatta Road
1140,1,0,3.9,347,JP Nagar,Casual Dining,other,600,Delivery,Bannerghatta Road
1141,1,0,3.0,347,Bannerghatta Road,Quick Bites,other,800,Delivery,Bannerghatta Road
1142,1,0,3.9,385,JP Nagar,Quick Bites,other,600,Delivery,Bannerghatta Road
1143,1,0,3.8,37,JP Nagar,other,other,150,Delivery,Bannerghatta Road
1144,1,0,3.2,18,JP Nagar,other,other,300,Delivery,Bannerghatta Road
1145,1,0,4.0,1305,JP Nagar,Casual Dining,other,750,Delivery,Bannerghatta Road
1146,1,0,3.0,122,Bannerghatta Road,Casual Dining,other,500,Delivery,Bannerghatta Road
1147,1,0,3.5,47,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Bannerghatta Road
1148,1,0,3.5,20,Bannerghatta Road,Quick Bites,other,350,Delivery,Bannerghatta Road
1149,1,0,3.4,7,JP Nagar,"Takeaway, Delivery",Desserts,200,Delivery,Bannerghatta Road
1150,1,0,3.232387726934919,0,Bannerghatta Road,Quick Bites,other,400,Delivery,Bannerghatta Road
1151,1,0,4.3,539,JP Nagar,Quick Bites,other,300,Delivery,Bannerghatta Road
1152,1,0,3.232387726934919,0,other,Quick Bites,other,300,Delivery,Bannerghatta Road
1153,1,1,3.9,681,Bannerghatta Road,Casual Dining,other,800,Delivery,Bannerghatta Road
1154,1,0,3.5,10,BTM,Quick Bites,other,250,Delivery,Bannerghatta Road
1155,1,0,3.8,106,JP Nagar,Delivery,other,350,Delivery,Bannerghatta Road
1156,1,1,4.1,1025,Bannerghatta Road,Casual Dining,North Indian,1000,Delivery,Bannerghatta Road
1157,1,0,3.232387726934919,0,BTM,Quick Bites,other,300,Delivery,Bannerghatta Road
1158,1,0,0.0,0,JP Nagar,Delivery,other,200,Delivery,Bannerghatta Road
1159,1,0,3.6,132,Bannerghatta Road,other,other,250,Delivery,Bannerghatta Road
1160,1,0,3.7,26,Bannerghatta Road,Cafe,other,900,Delivery,Bannerghatta Road
1161,1,0,4.2,289,Bannerghatta Road,Quick Bites,other,400,Delivery,Bannerghatta Road
1162,1,0,3.9,407,JP Nagar,Casual Dining,"North Indian, Chinese",500,Delivery,Bannerghatta Road
1163,1,0,3.6,25,other,Casual Dining,other,600,Delivery,Bannerghatta Road
1164,1,0,3.9,201,Bannerghatta Road,Quick Bites,"North Indian, Chinese",250,Delivery,Bannerghatta Road
1165,1,0,3.1,106,Bannerghatta Road,Casual Dining,"Chinese, North Indian",450,Delivery,Bannerghatta Road
1166,1,0,3.7,37,Bannerghatta Road,Cafe,other,400,Delivery,Bannerghatta Road
1167,1,0,4.1,203,JP Nagar,other,other,650,Delivery,Bannerghatta Road
1168,1,0,3.1,320,JP Nagar,Casual Dining,other,600,Delivery,Bannerghatta Road
1169,1,1,3.8,257,Bannerghatta Road,Casual Dining,other,800,Delivery,Bannerghatta Road
1170,1,0,3.8,9,BTM,Bakery,other,450,Delivery,Bannerghatta Road
1171,1,0,3.2,100,Bannerghatta Road,Quick Bites,other,250,Delivery,Bannerghatta Road
1172,1,0,3.6,34,Bannerghatta Road,Quick Bites,other,100,Delivery,Bannerghatta Road
1173,1,0,3.232387726934919,0,JP Nagar,Quick Bites,other,200,Delivery,Bannerghatta Road
1174,1,0,3.2,4,Bannerghatta Road,other,other,250,Delivery,Bannerghatta Road
1175,1,0,3.8,46,JP Nagar,Quick Bites,other,450,Delivery,Bannerghatta Road
1176,1,0,3.9,102,Bannerghatta Road,Cafe,other,450,Delivery,Bannerghatta Road
1177,1,1,4.2,237,JP Nagar,other,other,600,Delivery,Bannerghatta Road
1178,1,0,3.7,108,Bannerghatta Road,Quick Bites,other,600,Delivery,Bannerghatta Road
1179,1,0,3.9,34,JP Nagar,Casual Dining,other,750,Delivery,Bannerghatta Road
1180,1,0,3.1,10,JP Nagar,other,other,500,Delivery,Bannerghatta Road
1181,1,0,0.0,0,BTM,"Takeaway, Delivery",other,350,Delivery,Bannerghatta Road
1182,1,0,3.3,8,JP Nagar,"Takeaway, Delivery",other,600,Delivery,Bannerghatta Road
1183,1,0,3.2,144,Bannerghatta Road,Quick Bites,other,350,Delivery,Bannerghatta Road
1184,1,0,3.5,97,JP Nagar,Casual Dining,other,600,Delivery,Bannerghatta Road
1185,1,0,3.2,34,JP Nagar,Quick Bites,"Mithai, Street Food",150,Delivery,Bannerghatta Road
1186,1,1,4.2,1028,JP Nagar,"Casual Dining, Bar",other,1100,Delivery,Bannerghatta Road
1187,1,0,3.8,84,Bannerghatta Road,Delivery,other,600,Delivery,Bannerghatta Road
1188,1,0,2.8,165,Bannerghatta Road,Quick Bites,other,450,Delivery,Bannerghatta Road
1189,1,0,3.3,12,JP Nagar,Quick Bites,other,300,Delivery,Bannerghatta Road
1190,1,0,2.9,57,Bannerghatta Road,Quick Bites,other,400,Delivery,Bannerghatta Road
1191,1,0,3.9,99,Bannerghatta Road,Quick Bites,"South Indian, North Indian",300,Delivery,Bannerghatta Road
1192,1,0,3.9,141,Bannerghatta Road,other,other,300,Delivery,Bannerghatta Road
1193,1,0,0.0,0,JP Nagar,Delivery,other,400,Delivery,Bannerghatta Road
1194,1,0,4.0,181,JP Nagar,Casual Dining,other,550,Delivery,Bannerghatta Road
1195,1,0,3.232387726934919,0,BTM,other,other,300,Delivery,Bannerghatta Road
1196,1,0,4.0,128,BTM,Dessert Parlor,other,230,Delivery,Bannerghatta Road
1197,1,0,3.8,171,JP Nagar,Quick Bites,North Indian,250,Delivery,Bannerghatta Road
1198,1,0,3.5,13,Bannerghatta Road,Casual Dining,other,700,Delivery,Bannerghatta Road
1199,1,0,3.6,9,Bannerghatta Road,Quick Bites,other,250,Delivery,Bannerghatta Road
1200,1,0,3.3,9,Bannerghatta Road,Delivery,other,300,Delivery,Bannerghatta Road
1201,1,0,3.5,8,BTM,Dessert Parlor,other,130,Delivery,Bannerghatta Road
1202,1,0,3.9,200,JP Nagar,Quick Bites,other,400,Delivery,Bannerghatta Road
1203,1,0,3.6,33,Bannerghatta Road,Casual Dining,other,600,Delivery,Bannerghatta Road
1204,1,0,3.0,114,Bannerghatta Road,Casual Dining,Chinese,1000,Delivery,Bannerghatta Road
1205,1,0,3.5,12,BTM,Quick Bites,Fast Food,300,Delivery,Bannerghatta Road
1206,1,0,3.6,26,JP Nagar,Casual Dining,"North Indian, Chinese",600,Delivery,Bannerghatta Road
1207,1,0,3.6,15,Bannerghatta Road,Casual Dining,other,500,Delivery,Bannerghatta Road
1208,1,0,3.6,46,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",600,Delivery,Bannerghatta Road
1209,1,0,3.7,48,BTM,Quick Bites,other,350,Delivery,Bannerghatta Road
1210,1,0,0.0,0,JP Nagar,Delivery,other,600,Delivery,Bannerghatta Road
1211,1,0,3.7,98,JP Nagar,Casual Dining,other,500,Delivery,Bannerghatta Road
1212,1,0,3.8,146,JP Nagar,Casual Dining,Chinese,600,Delivery,Bannerghatta Road
1213,1,0,0.0,0,Bannerghatta Road,Quick Bites,"Chinese, North Indian",250,Delivery,Bannerghatta Road
1214,1,0,3.7,16,Bannerghatta Road,Casual Dining,other,700,Delivery,Bannerghatta Road
1215,1,0,0.0,0,Bannerghatta Road,Quick Bites,North Indian,400,Delivery,Bannerghatta Road
1216,1,0,3.232387726934919,0,BTM,Quick Bites,other,350,Delivery,Bannerghatta Road
1217,1,0,4.2,248,BTM,other,other,500,Delivery,Bannerghatta Road
1218,1,0,3.7,67,BTM,Delivery,South Indian,150,Delivery,Bannerghatta Road
1219,1,0,3.3,15,Bannerghatta Road,Quick Bites,Fast Food,350,Delivery,Bannerghatta Road
1220,1,1,4.1,583,JP Nagar,"Casual Dining, Bar",other,1200,Delivery,Bannerghatta Road
1221,1,0,3.7,42,JP Nagar,Quick Bites,"North Indian, Chinese",500,Delivery,Bannerghatta Road
1222,1,0,3.5,8,JP Nagar,Quick Bites,other,250,Delivery,Bannerghatta Road
1223,1,0,3.1,19,Bannerghatta Road,Quick Bites,Fast Food,300,Delivery,Bannerghatta Road
1224,1,0,3.7,171,Bannerghatta Road,Cafe,Cafe,300,Delivery,Bannerghatta Road
1225,1,0,3.1,59,BTM,Quick Bites,other,400,Delivery,Bannerghatta Road
1226,1,0,3.1,4,JP Nagar,"Takeaway, Delivery",Fast Food,300,Delivery,Bannerghatta Road
1227,1,0,3.0,7,JP Nagar,"Takeaway, Delivery",other,300,Delivery,Bannerghatta Road
1228,1,0,0.0,0,Bannerghatta Road,Dessert Parlor,other,300,Delivery,Bannerghatta Road
1229,1,0,3.7,79,JP Nagar,Quick Bites,other,500,Delivery,Bannerghatta Road
1230,1,0,3.0,17,BTM,Casual Dining,"North Indian, Chinese",450,Delivery,Bannerghatta Road
1231,1,0,3.7,46,JP Nagar,Cafe,other,450,Delivery,Bannerghatta Road
1232,1,0,3.0,6,Bannerghatta Road,other,other,400,Delivery,Bannerghatta Road
1233,1,0,0.0,0,JP Nagar,Quick Bites,"Chinese, North Indian",300,Delivery,Bannerghatta Road
1234,1,0,2.6,59,BTM,Cafe,Cafe,900,Delivery,Bannerghatta Road
1235,1,0,0.0,0,JP Nagar,other,other,200,Delivery,Bannerghatta Road
1236,1,0,3.5,31,BTM,Quick Bites,other,300,Delivery,Bannerghatta Road
1237,1,0,0.0,0,JP Nagar,Delivery,North Indian,500,Delivery,Bannerghatta Road
1238,0,0,4.2,1278,Bannerghatta Road,Casual Dining,other,800,Delivery,Bannerghatta Road
1239,1,0,3.4,276,BTM,other,other,250,Delivery,Bannerghatta Road
1240,1,0,3.232387726934919,0,BTM,Quick Bites,other,850,Delivery,Bannerghatta Road
